#SampleID	anonymized_name	collection_timestamp	contributor	country	depth	description	dna_extracted	elevation	emp_status	env_biome	env_feature	env_material	env_package	geo_loc_name	host_common_name	host_scientific_name	host_status	host_subject_id	host_taxid	lane	latitude	life_stage	longitude	name_in_metadata	notes	observations	old_title	ph	physical_specimen_location	physical_specimen_remaining	preprocessing_of_the_sponge_tissue	public	qiita_empo_1	qiita_empo_2	qiita_empo_3	qiita_study_id	salinity_ppt	sample_type	sampling_site	scientific_name	scientific_order	study_id	taxon_id	title	water_temperature_degrees_c
10793.Webster.2.E2.143.1181839	Webster.2.E2.143.1181839	1/14/12	Webster	Australia	1	Rhopaloeides oil 100% 2h	True	0		ocean biome	reef	organic material feature	host-associated	Australia	Rhopaloeides odorabile	Rhopaloeides odorabile	Stressed	Webster.2.E2.143	476028.0	EMP_Thomas_sponges_16S_L008	-18.56028	Adult	146.48462	Webster.2.E2.143	Samples came as dried down DNA samples in 96 well plates		Microbial Community Assemblages found within Marine Sponges	Missing: Not provided	Nicole Webster	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	Orpheus Island	sponge metagenome	Dictyoceratida	1740	1163772	SpongeMicrobiome Project	22.2
10793.Webster.2.E10.151.1181156	Webster.2.E10.151.1181156	1/14/12	Webster	Australia	1	Rhopaloeides oil 1.6% 24h	True	0		ocean biome	reef	organic material feature	host-associated	Australia	Rhopaloeides odorabile	Rhopaloeides odorabile	Stressed	Webster.2.E10.151	476028.0	EMP_Thomas_sponges_16S_L008	-18.56028	Adult	146.48462	Webster.2.E10.151	Samples came as dried down DNA samples in 96 well plates		Microbial Community Assemblages found within Marine Sponges	Missing: Not provided	Nicole Webster	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	Orpheus Island	sponge metagenome	Haplosclerida	1740	1163772	SpongeMicrobiome Project	22.2
10793.Webster.4.H5.371.1181577	Webster.4.H5.371.1181577	11/4/12	Webster	Papua New Guinea	5	Cinachyra sp. Control Site	True	0		ocean biome	reef	organic material feature	host-associated	Papua New Guinea	Cinachyra sp.	Cinachyrella alloclada	Healthy	Webster.4.H5.371	666329.0	EMP_Thomas_sponges_16S_L008	-18.68543	Adult	146.51218	Webster.4.H5.371	Samples came as dried down DNA samples in 96 well plates		Microbial Community Assemblages found within Marine Sponges	Missing: Not provided	Nicole Webster	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	Orpheus Island	sponge metagenome	Dictyoceratida	1740	1163772	SpongeMicrobiome Project	28.4
10793.Webster.1.F7.67.1182399	Webster.1.F7.67.1182399	7/1/10	Webster	Australia	8	X.exigua	True	0		ocean biome	reef	organic material feature	host-associated	Australia	Xestospongia exigua	Xestospongia sp.	Healthy	Webster.1.F7.67	178550.0	EMP_Thomas_sponges_16S_L008	41.72	Adult	2.94	Webster.1.F7.67			Sponge Microbiome Project	Missing: Not provided	University of Barcelona, UNC Wilmington	False	Missing: Not provided	True	Free-living	Saline	Water (saline)	10793	Missing: Not provided	seawater	Spain	marine metagenome	Not applicable	1740	408172	SpongeMicrobiome Project	12.7
10793.Webster.1.B7.19.1181342	Webster.1.B7.19.1181342	6/15/08	Webster	Australia	15	Ianthella basta (H)	True	0		ocean biome	reef	organic material feature	host-associated	Australia	Ianthella basta	Ianthella basta	Healthy	Webster.1.B7.19	375146.0	EMP_Thomas_sponges_16S_L008	41.72	Adult	2.94	Webster.1.B7.19			Sponge Microbiome Project	Missing: Not provided	University of Barcelona, UNC Wilmington	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	Spain	sponge metagenome	Dictyoceratida	1740	1163772	SpongeMicrobiome Project	14.2
10793.Webster.4.F2.344.1181143	Webster.4.F2.344.1181143	1/5/11	Webster	Australia	Missing:not provided	Coscinoderma larvae 256	True	0		ocean biome	reef	organic material feature	host-associated	Australia	Coscinoderma matthewsi	Coscinoderma sp.	Stressed	Webster.4.F2.344	1162776.0	EMP_Thomas_sponges_16S_L008	-20.4135	Adult	116.84467	Webster.4.F2.344	Samples came as dried down DNA samples in 96 well plates		Microbial Community Assemblages found within Marine Sponges	Missing: Not provided	Nicole Webster	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	Dampier, Western Australia	sponge metagenome	Dictyoceratida	1740	1163772	SpongeMicrobiome Project	Missing: Not provided
10793.Webster.2.F3.156.1181189	Webster.2.F3.156.1181189	1/14/12	Webster	Australia	1	Rhopaloeides oil 100% 24h	True	0		ocean biome	reef	organic material feature	host-associated	Australia	Rhopaloeides odorabile	Rhopaloeides odorabile	Stressed	Webster.2.F3.156	476028.0	EMP_Thomas_sponges_16S_L008	-18.56028	Adult	146.48462	Webster.2.F3.156	Samples came as dried down DNA samples in 96 well plates		Microbial Community Assemblages found within Marine Sponges	Missing: Not provided	Nicole Webster	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	Orpheus Island	sponge metagenome	Axinellida	1740	1163772	SpongeMicrobiome Project	22.2
10793.Webster.4.E7.337.1181783	Webster.4.E7.337.1181783	12/29/10	Webster	Australia	Missing:not provided	Coscinoderma larvae 24	True	0		ocean biome	reef	organic material feature	host-associated	Australia	Coscinoderma matthewsi	Coscinoderma sp.	Stressed	Webster.4.E7.337	1162776.0	EMP_Thomas_sponges_16S_L008	-15.3363	Adult	123.5129	Webster.4.E7.337	Samples came as dried down DNA samples in 96 well plates		Microbial Community Assemblages found within Marine Sponges	Missing: Not provided	Nicole Webster	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	Kimberley, Western Australia	sponge metagenome	Dictyoceratida	1740	1163772	SpongeMicrobiome Project	Missing: Not provided
10793.Webster.2.F11.164.1181262	Webster.2.F11.164.1181262	1/14/12	Webster	Australia	1	Rhopaloeides oil + disp 25% 2h	True	0		ocean biome	reef	organic material feature	host-associated	Australia	Rhopaloeides odorabile	Rhopaloeides odorabile	Stressed	Webster.2.F11.164	476028.0	EMP_Thomas_sponges_16S_L008	-18.56028	Adult	146.48462	Webster.2.F11.164	Samples came as dried down DNA samples in 96 well plates		Microbial Community Assemblages found within Marine Sponges	Missing: Not provided	Nicole Webster	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	Orpheus Island	sponge metagenome	Axinellida	1740	1163772	SpongeMicrobiome Project	22.2
10793.Webster.5.C5.405.1182141	Webster.5.C5.405.1182141	12/4/12	Webster	Papua New Guinea	8	Stylissa massa Bubble Site	True	0		ocean biome	reef	organic material feature	host-associated	Papua New Guinea	Stylissa massa	Stylissa massa	Healthy	Webster.5.C5.405	279589.0	EMP_Thomas_sponges_16S_L008	-18.560283	Larvae	146.484617	Webster.5.C5.405	Samples came as dried down DNA samples in 96 well plates		Microbial Community Assemblages found within Marine Sponges	Missing: Not provided	Nicole Webster	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	C.matthewsii larvae Copper Expt	sponge metagenome	Dictyoceratida	1740	1163772	SpongeMicrobiome Project	28
10793.Webster.2.H8.185.1182420	Webster.2.H8.185.1182420	4/9/12	Webster	Taiwan	10	Carteriospongia foliascens	True	0		ocean biome	reef	organic material feature	host-associated	Taiwan	Carteriospongia foliascens	Carteriospongia foliascens	Healthy	Webster.2.H8.185	593584.0	EMP_Thomas_sponges_16S_L008	-18.56028	Adult	146.48462	Webster.2.H8.185	Samples came as dried down DNA samples in 96 well plates		Microbial Community Assemblages found within Marine Sponges	Missing: Not provided	Nicole Webster	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	Orpheus Island	sponge metagenome	Haplosclerida	1740	1163772	SpongeMicrobiome Project	22.2
10793.Webster.2.H9.186.1181661	Webster.2.H9.186.1181661	4/9/12	Webster	Taiwan	10	Carteriospongia foliascens	True	0		ocean biome	reef	organic material feature	host-associated	Taiwan	Carteriospongia foliascens	Carteriospongia foliascens	Healthy	Webster.2.H9.186	593584.0	EMP_Thomas_sponges_16S_L008	-18.56028	Adult	146.48462	Webster.2.H9.186	Samples came as dried down DNA samples in 96 well plates		Microbial Community Assemblages found within Marine Sponges	Missing: Not provided	Nicole Webster	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	Orpheus Island	sponge metagenome	Poecilosclerida	1740	1163772	SpongeMicrobiome Project	22.2
10793.Webster.3.F2.250.1181436	Webster.3.F2.250.1181436	4/21/12	Webster	Australia	1.5	Carteriospongia foliascens	True	0		ocean biome	reef	organic material feature	host-associated	Australia	Carteriospongia foliascens	Carteriospongia foliascens	Healthy	Webster.3.F2.250	593584.0	EMP_Thomas_sponges_16S_L008	-18.84478	Larvae	147.64401999999995	Webster.3.F2.250	Samples came as dried down DNA samples in 96 well plates		Microbial Community Assemblages found within Marine Sponges	Missing: Not provided	Nicole Webster	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	R. odorabile Larvae Hydrocarbon Expt	sponge metagenome	Dictyoceratida	1740	1163772	SpongeMicrobiome Project	28
10793.Webster.4.F8.350.1181029	Webster.4.F8.350.1181029	1/15/13	Webster	Australia	12	Rhopaloeides odorabile	True	0		ocean biome	reef	organic material feature	host-associated	Australia	Rhopaloeides odorabile	Rhopaloeides odorabile	Healthy	Webster.4.F8.350	476028.0	EMP_Thomas_sponges_16S_L008	-20.515	Adult	116.67033	Webster.4.F8.350	Samples came as dried down DNA samples in 96 well plates		Microbial Community Assemblages found within Marine Sponges	Missing: Not provided	Nicole Webster	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	Dampier, Western Australia	sponge metagenome	Dictyoceratida	1740	1163772	SpongeMicrobiome Project	Missing: Not provided
10793.Webster.3.F10.258.1181209	Webster.3.F10.258.1181209	4/21/12	Webster	Australia	1.5	Carteriospongia foliascens	True	0		ocean biome	reef	organic material feature	host-associated	Australia	Carteriospongia foliascens	Carteriospongia foliascens	Healthy	Webster.3.F10.258	593584.0	EMP_Thomas_sponges_16S_L008	-18.84478	Larvae	147.64401999999995	Webster.3.F10.258	Samples came as dried down DNA samples in 96 well plates		Microbial Community Assemblages found within Marine Sponges	Missing: Not provided	Nicole Webster	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	R. odorabile Larvae Hydrocarbon Expt	sponge metagenome	Dictyoceratida	1740	1163772	SpongeMicrobiome Project	28
10793.Webster.2.F1.154.1182330	Webster.2.F1.154.1182330	1/14/12	Webster	Australia	1	Rhopaloeides oil 25% 24h	True	0		ocean biome	reef	organic material feature	host-associated	Australia	Rhopaloeides odorabile	Rhopaloeides odorabile	Stressed	Webster.2.F1.154	476028.0	EMP_Thomas_sponges_16S_L008	-18.56028	Adult	146.48462	Webster.2.F1.154	Samples came as dried down DNA samples in 96 well plates		Microbial Community Assemblages found within Marine Sponges	Missing: Not provided	Nicole Webster	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	Orpheus Island	sponge metagenome	Poecilosclerida	1740	1163772	SpongeMicrobiome Project	22.2
10793.Webster.4.G9.363.1181823	Webster.4.G9.363.1181823	11/4/12	Webster	Papua New Guinea	5	Cinachyra sp. Bubble Site	True	0		ocean biome	reef	organic material feature	host-associated	Papua New Guinea	Cinachyra sp.	Cinachyrella alloclada	Healthy	Webster.4.G9.363	666329.0	EMP_Thomas_sponges_16S_L008	-20.466	Adult	116.82817	Webster.4.G9.363	Samples came as dried down DNA samples in 96 well plates		Microbial Community Assemblages found within Marine Sponges	Missing: Not provided	Nicole Webster	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	Western Australia	sponge metagenome	Dictyoceratida	1740	1163772	SpongeMicrobiome Project	Missing: Not provided
10793.Webster.4.E11.341.1181479	Webster.4.E11.341.1181479	1/2/11	Webster	Australia	Missing:not provided	Coscinoderma larvae 64	True	0		ocean biome	reef	organic material feature	host-associated	Australia	Coscinoderma matthewsi	Coscinoderma sp.	Stressed	Webster.4.E11.341	1162776.0	EMP_Thomas_sponges_16S_L008	-18.5996	Adult	146.49222	Webster.4.E11.341	Samples came as dried down DNA samples in 96 well plates		Microbial Community Assemblages found within Marine Sponges	Missing: Not provided	Nicole Webster	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	Orpheus Island, Little Pioneer Bay	sponge metagenome	Dictyoceratida	1740	1163772	SpongeMicrobiome Project	28.6
10793.Webster.4.C12.318.1181847	Webster.4.C12.318.1181847	12/16/12	Webster	Australia	Missing:not provided	Phyllospongia larvae	True	0		ocean biome	reef	organic material feature	host-associated	Australia	Phyllospongia sp.	Phyllospongia sp.	Healthy	Webster.4.C12.318	279624.0	EMP_Thomas_sponges_16S_L008	-18.68543	Adult	146.51218	Webster.4.C12.318	Samples came as dried down DNA samples in 96 well plates		Microbial Community Assemblages found within Marine Sponges	Missing: Not provided	Nicole Webster	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	Fantome Island, Juno Bay	sponge metagenome	Dictyoceratida	1740	1163772	SpongeMicrobiome Project	28.4
10793.Webster.2.B1.107.1182299	Webster.2.B1.107.1182299	7/13/10	Webster	Australia	8	Hamigera	True	0		ocean biome	reef	organic material feature	host-associated	Australia	Hamigera sp.	Hamigera sp.	Healthy	Webster.2.B1.107	1336954.0	EMP_Thomas_sponges_16S_L008	-9.74967	Adult	143.39925	Webster.2.B1.107	Samples came as dried down DNA samples in 96 well plates		Microbial Community Assemblages found within Marine Sponges	Missing: Not provided	Nicole Webster	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	Masig Island Torres Strait	sponge metagenome	Verongiida	1740	1163772	SpongeMicrobiome Project	26.6
10793.Webster.2.F12.165.1182151	Webster.2.F12.165.1182151	1/14/12	Webster	Australia	1	Rhopaloeides oil + disp 25% 2h	True	0		ocean biome	reef	organic material feature	host-associated	Australia	Rhopaloeides odorabile	Rhopaloeides odorabile	Stressed	Webster.2.F12.165	476028.0	EMP_Thomas_sponges_16S_L008	-18.56028	Adult	146.48462	Webster.2.F12.165	Samples came as dried down DNA samples in 96 well plates		Microbial Community Assemblages found within Marine Sponges	Missing: Not provided	Nicole Webster	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	Orpheus Island	sponge metagenome	Poecilosclerida	1740	1163772	SpongeMicrobiome Project	22.2
10793.Webster.4.D7.325.1181593	Webster.4.D7.325.1181593	12/17/10	Webster	Australia	Missing:not provided	Coscinoderma larvae 1	True	0		ocean biome	reef	organic material feature	host-associated	Australia	Coscinoderma matthewsi	Coscinoderma sp.	Stressed	Webster.4.D7.325	1162776.0	EMP_Thomas_sponges_16S_L008	-18.5996	Adult	146.49222	Webster.4.D7.325	Samples came as dried down DNA samples in 96 well plates		Microbial Community Assemblages found within Marine Sponges	Missing: Not provided	Nicole Webster	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	Orpheus Island, Little Pioneer Bay	sponge metagenome	Dictyoceratida	1740	1163772	SpongeMicrobiome Project	28.6
10793.Webster.4.E3.333.1182289	Webster.4.E3.333.1182289	12/25/10	Webster	Australia	Missing:not provided	Coscinoderma larvae 128	True	0		ocean biome	reef	organic material feature	host-associated	Australia	Coscinoderma matthewsi	Coscinoderma sp.	Stressed	Webster.4.E3.333	1162776.0	EMP_Thomas_sponges_16S_L008	-18.5996	Adult	146.49222	Webster.4.E3.333	Samples came as dried down DNA samples in 96 well plates		Microbial Community Assemblages found within Marine Sponges	Missing: Not provided	Nicole Webster	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	Orpheus Island, Little Pioneer Bay	sponge metagenome	Dictyoceratida	1740	1163772	SpongeMicrobiome Project	28.6
10793.Webster.5.B9.397.1181095	Webster.5.B9.397.1181095	2/22/07	Webster	Australia	12	Paratetilla sp (1)	True	0		ocean biome	reef	organic material feature	host-associated	Australia	Paratetilla sp (1)	Paratetilla sp.	Healthy	Webster.5.B9.397	885877.0	EMP_Thomas_sponges_16S_L008	-18.560283	Larvae	146.484617	Webster.5.B9.397	Samples came as dried down DNA samples in 96 well plates		Microbial Community Assemblages found within Marine Sponges	Missing: Not provided	Nicole Webster	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	C.matthewsii larvae Copper Expt	sponge metagenome	Dictyoceratida	1740	1163772	SpongeMicrobiome Project	28
10793.Webster.3.A2.190.1181124	Webster.3.A2.190.1181124	4/9/12	Webster	Taiwan	10	Carteriospongia foliascens	True	0		ocean biome	reef	organic material feature	host-associated	Taiwan	Carteriospongia foliascens	Carteriospongia foliascens	Healthy	Webster.3.A2.190	593584.0	EMP_Thomas_sponges_16S_L008	-18.56028	Adult	146.48462	Webster.3.A2.190	Samples came as dried down DNA samples in 96 well plates		Microbial Community Assemblages found within Marine Sponges	Missing: Not provided	Nicole Webster	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	Orpheus Island	sponge metagenome	Tethyida	1740	1163772	SpongeMicrobiome Project	22.2
10793.Webster.4.G2.356.1182356	Webster.4.G2.356.1182356	11/4/12	Webster	Papua New Guinea	5	Coelocarteria singaporensis Bubble Site	True	0		ocean biome	reef	organic material feature	host-associated	Papua New Guinea	Coelocarteria singaporensis	Coelocarteria singaporensis	Healthy	Webster.4.G2.356	281036.0	EMP_Thomas_sponges_16S_L008	-15.50517	Adult	123.60483	Webster.4.G2.356	Samples came as dried down DNA samples in 96 well plates		Microbial Community Assemblages found within Marine Sponges	Missing: Not provided	Nicole Webster	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	Kimberley, Western Australia	sponge metagenome	Dictyoceratida	1740	1163772	SpongeMicrobiome Project	Missing: Not provided
10793.Webster.3.B3.203.1182252	Webster.3.B3.203.1182252	4/9/12	Webster	Taiwan	10	Carteriospongia foliascens	True	0		ocean biome	reef	organic material feature	host-associated	Taiwan	Carteriospongia foliascens	Carteriospongia foliascens	Healthy	Webster.3.B3.203	593584.0	EMP_Thomas_sponges_16S_L008	-18.84478	Larvae	147.64401999999995	Webster.3.B3.203	Samples came as dried down DNA samples in 96 well plates		Microbial Community Assemblages found within Marine Sponges	Missing: Not provided	Nicole Webster	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	R. odorabile Larvae Hydrocarbon Expt	sponge metagenome	Dictyoceratida	1740	1163772	SpongeMicrobiome Project	28
10793.Webster.5.C10.410.1181104	Webster.5.C10.410.1181104	12/4/12	Webster	Papua New Guinea	8	Stylissa massa Control Site	True	0		ocean biome	reef	organic material feature	host-associated	Papua New Guinea	Stylissa massa	Stylissa massa	Healthy	Webster.5.C10.410	279589.0	EMP_Thomas_sponges_16S_L008	-18.560283	Larvae	146.484617	Webster.5.C10.410	Samples came as dried down DNA samples in 96 well plates		Microbial Community Assemblages found within Marine Sponges	Missing: Not provided	Nicole Webster	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	C.matthewsii larvae Copper Expt	sponge metagenome	Dictyoceratida	1740	1163772	SpongeMicrobiome Project	28
10793.Webster.1.E1.49.1181499	Webster.1.E1.49.1181499	9/25/12	Webster	Australia	5	C. coralliophilla	True	0		ocean biome	reef	organic material feature	host-associated	Australia	Cymbastella coralliophilla	Cymbastela coralliophila	Healthy	Webster.1.E1.49	85786.0	EMP_Thomas_sponges_16S_L008	41.72	Adult	2.94	Webster.1.E1.49			Sponge Microbiome Project	Missing: Not provided	University of Barcelona, UNC Wilmington	False	Missing: Not provided	True	Free-living	Saline	Water (saline)	10793	Missing: Not provided	seawater	Spain	marine metagenome	Not applicable	1740	408172	SpongeMicrobiome Project	13.6
10793.Webster.3.C11.223.1182102	Webster.3.C11.223.1182102	6/14/12	Webster	Australia	12	Carteriospongia foliascens	True	0		ocean biome	reef	organic material feature	host-associated	Australia	Carteriospongia foliascens	Carteriospongia foliascens	Healthy	Webster.3.C11.223	593584.0	EMP_Thomas_sponges_16S_L008	-18.84478	Larvae	147.64401999999995	Webster.3.C11.223	Samples came as dried down DNA samples in 96 well plates		Microbial Community Assemblages found within Marine Sponges	Missing: Not provided	Nicole Webster	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	R. odorabile Larvae Hydrocarbon Expt	sponge metagenome	Dictyoceratida	1740	1163772	SpongeMicrobiome Project	28
10793.Webster.2.B4.110.1181826	Webster.2.B4.110.1181826	7/16/10	Webster	Australia	8	Hamigera	True	0		ocean biome	reef	organic material feature	host-associated	Australia	Hamigera sp.	Hamigera sp.	Healthy	Webster.2.B4.110	1336954.0	EMP_Thomas_sponges_16S_L008	-9.74967	Adult	143.39925	Webster.2.B4.110	Samples came as dried down DNA samples in 96 well plates		Microbial Community Assemblages found within Marine Sponges	Missing: Not provided	Nicole Webster	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	Masig Island Torres Strait	sponge metagenome	Verongiida	1740	1163772	SpongeMicrobiome Project	26.6
10793.Webster.4.G11.365.1182243	Webster.4.G11.365.1182243	11/4/12	Webster	Papua New Guinea	5	Coelocarteria singaporensis Control Site	True	0		ocean biome	reef	organic material feature	host-associated	Papua New Guinea	Coelocarteria singaporensis	Coelocarteria singaporensis	Healthy	Webster.4.G11.365	281036.0	EMP_Thomas_sponges_16S_L008	-15.33242	Adult	125.77433	Webster.4.G11.365	Samples came as dried down DNA samples in 96 well plates		Microbial Community Assemblages found within Marine Sponges	Missing: Not provided	Nicole Webster	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	Kimberley, Western Australia	sponge metagenome	Dictyoceratida	1740	1163772	SpongeMicrobiome Project	Missing: Not provided
10793.Webster.3.A5.193.1181363	Webster.3.A5.193.1181363	4/9/12	Webster	Taiwan	10	Carteriospongia foliascens	True	0		ocean biome	reef	organic material feature	host-associated	Taiwan	Carteriospongia foliascens	Carteriospongia foliascens	Healthy	Webster.3.A5.193	593584.0	EMP_Thomas_sponges_16S_L008	-18.84478	Larvae	147.64401999999995	Webster.3.A5.193	Samples came as dried down DNA samples in 96 well plates		Microbial Community Assemblages found within Marine Sponges	Missing: Not provided	Nicole Webster	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	R. odorabile Larvae Hydrocarbon Expt	sponge metagenome	Dictyoceratida	1740	1163772	SpongeMicrobiome Project	28
10793.Webster.2.D7.136.1181389	Webster.2.D7.136.1181389	1/14/12	Webster	Australia	1	Rhopaloeides oil 0% 2h	True	0		ocean biome	reef	organic material feature	host-associated	Australia	Rhopaloeides odorabile	Rhopaloeides odorabile	Stressed	Webster.2.D7.136	476028.0	EMP_Thomas_sponges_16S_L008	-18.82257	Adult	147.63755	Webster.2.D7.136	Samples came as dried down DNA samples in 96 well plates		Microbial Community Assemblages found within Marine Sponges	Missing: Not provided	Nicole Webster	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	Davies Reef	sponge metagenome	Verongiida	1740	1163772	SpongeMicrobiome Project	23.5
10793.Webster.2.D3.132.1182301	Webster.2.D3.132.1182301	1/14/12	Webster	Australia	1	Rhopaloeides disp 1.6% 2h	True	0		ocean biome	reef	organic material feature	host-associated	Australia	Rhopaloeides odorabile	Rhopaloeides odorabile	Stressed	Webster.2.D3.132	476028.0	EMP_Thomas_sponges_16S_L008	-18.82257	Adult	147.63755	Webster.2.D3.132	Samples came as dried down DNA samples in 96 well plates		Microbial Community Assemblages found within Marine Sponges	Missing: Not provided	Nicole Webster	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	Davies Reef	sponge metagenome	Lophotrochozoa	1740	1163772	SpongeMicrobiome Project	23.5
10793.Webster.3.F1.249.1181150	Webster.3.F1.249.1181150	4/21/12	Webster	Australia	1.5	Carteriospongia foliascens	True	0		ocean biome	reef	organic material feature	host-associated	Australia	Carteriospongia foliascens	Carteriospongia foliascens	Healthy	Webster.3.F1.249	593584.0	EMP_Thomas_sponges_16S_L008	-18.84478	Larvae	147.64401999999995	Webster.3.F1.249	Samples came as dried down DNA samples in 96 well plates		Microbial Community Assemblages found within Marine Sponges	Missing: Not provided	Nicole Webster	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	R. odorabile Larvae Hydrocarbon Expt	sponge metagenome	Dictyoceratida	1740	1163772	SpongeMicrobiome Project	28
10793.Webster.2.D11.140.1182434	Webster.2.D11.140.1182434	1/14/12	Webster	Australia	1	Rhopaloeides oil 25% 2h	True	0		ocean biome	reef	organic material feature	host-associated	Australia	Rhopaloeides odorabile	Rhopaloeides odorabile	Stressed	Webster.2.D11.140	476028.0	EMP_Thomas_sponges_16S_L008	-18.82257	Adult	147.63755	Webster.2.D11.140	Samples came as dried down DNA samples in 96 well plates		Microbial Community Assemblages found within Marine Sponges	Missing: Not provided	Nicole Webster	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	Davies Reef	sponge metagenome	Verongiida	1740	1163772	SpongeMicrobiome Project	23.5
10793.Webster.3.G2.262.1181366	Webster.3.G2.262.1181366	10/14/11	Webster	Australia	0	Carteriospongia foliascens	True	0		ocean biome	reef	organic material feature	host-associated	Australia	Carteriospongia foliascens	Carteriospongia foliascens	Healthy	Webster.3.G2.262	593584.0	EMP_Thomas_sponges_16S_L008	-16.75408	Adult	145.98733	Webster.3.G2.262	Samples came as dried down DNA samples in 96 well plates		Microbial Community Assemblages found within Marine Sponges	Missing: Not provided	Nicole Webster	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	Green Island	sponge metagenome	Dictyoceratida	1740	1163772	SpongeMicrobiome Project	26.8
10793.Webster.2.B6.112.1181713	Webster.2.B6.112.1181713	7/18/10	Webster	Australia	8	Cinachyra (tethya)	True	0		ocean biome	reef	organic material feature	host-associated	Australia	Cinachyra sp.	Tethya sp.	Healthy	Webster.2.B6.112	34493.0	EMP_Thomas_sponges_16S_L008	-9.74967	Adult	143.39925	Webster.2.B6.112	Samples came as dried down DNA samples in 96 well plates		Microbial Community Assemblages found within Marine Sponges	Missing: Not provided	Nicole Webster	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	Masig Island Torres Strait	sponge metagenome	Verongiida	1740	1163772	SpongeMicrobiome Project	26.6
10793.Webster.3.B1.201.1181998	Webster.3.B1.201.1181998	4/9/12	Webster	Taiwan	10	Carteriospongia foliascens	True	0		ocean biome	reef	organic material feature	host-associated	Taiwan	Carteriospongia foliascens	Carteriospongia foliascens	Healthy	Webster.3.B1.201	593584.0	EMP_Thomas_sponges_16S_L008	-18.84478	Larvae	147.64401999999995	Webster.3.B1.201	Samples came as dried down DNA samples in 96 well plates		Microbial Community Assemblages found within Marine Sponges	Missing: Not provided	Nicole Webster	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	R. odorabile Larvae Hydrocarbon Expt	sponge metagenome	Dictyoceratida	1740	1163772	SpongeMicrobiome Project	28
